_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
1970,Brooklyn,2024-08-11,37,36,Present,300,Weston Conard,28,101,Alicia,7099289032,Ali9032
1971,Manhattan,2024-06-30,80,0,Present,720,Rocio Spicher,12,92,Peter,7396700707,Pet0707
1972,Brooklyn,2024-08-11,29,49,Present,300,Lakeisha Lawry,4,82,Karen,5470707453,Kar7453
1973,Manhattan,2024-07-28,,,Absent,720,Arnoldo Britto,0,0,Sergio,6831495920,Ser5920
1974,Brooklyn,2024-07-07,92,113,Present,720,Jolene Guider,287,492,Tara,7899251780,Tar1780
1975,Manhattan,2024-06-30,34,65,Present,720,Gaston Bittinger,157,256,Ally,5418581540,All1540
1976,Bronx,2024-08-11,,,Absent,300,Andrew Books,0,0,Douglas,2347531547,Dou1547
1977,Brooklyn,2024-08-11,,,Absent,300,Leighann Paredez,0,0,Erica,4212260721,Eri0721
1978,Manhattan,2024-07-14,,,Absent,180,Wayne Robards,0,0,Aaron,7698139650,Aar9650
1979,Manhattan,2024-05-19,11,66,Present,360,Ambrose Bober,157,234,Judith,9766746971,Jud6971
1980,Brooklyn,2024-07-14,,,Absent,180,Janae Hemmings,0,0,James,6315859572,Jam9572
1981,Brooklyn,2024-08-25,,,Absent,300,Isa Hepler,0,0,Claire,2490289465,Cla9465
1982,Manhattan,2024-05-26,,,Absent,360,Mariela Poquette,0,0,Rachel...You Can Call Me Kaya :),6537388074,Rac8074
1983,Manhattan,2024-06-02,34,28,Present,300,Brent Allsup,42,104,Nicole,4783914521,Nic4521
1984,Brooklyn,2024-06-23,53,17,Present,720,Gino Cardwell,315,385,Chandle,5247458559,Cha8559
1985,Manhattan,2024-06-09,9,6,Present,75,Dreama Geiser,22,37,George,8680386117,Geo6117
1986,Manhattan,2024-07-14,-6,3,Present,180,Candra Angeles,10,7,Ben,3122942719,Ben2719
1987,Brooklyn,2024-06-23,148,132,Present,720,Yon Achenbach,340,620,O.,4532489348,O.9348
1988,Brooklyn,2024-08-24,38,166,Present,720,Ray Fee,317,521,Ines,3292202693,Ine2693
1989,Brooklyn,2024-08-04,97,86,Present,720,Elias Polen,250,433,Chiara,6844368066,Chi8066
1990,Brooklyn,2024-08-04,,,Absent,720,Doyle Weeks,0,0,Ines,6106993238,Ine3238
1991,Brooklyn,2024-07-21,,,Absent,300,Emiko Sackett,0,0,Seth,3609408523,Set8523
1992,Manhattan,2024-06-16,,,Absent,300,Dione Stupka,0,0,Nick,9418523808,Nic3808
1993,Brooklyn,2024-08-04,18,28,Present,198,Vernia Enciso,18,64,Jessica,6931684745,Jes4745
1994,Brooklyn,2024-06-23,,,Absent,80,Waylon Hafer,0,0,Clare,5738790295,Cla0295
1995,Manhattan,2024-06-23,49,84,Present,720,Tiffany Ries,205,338,Amal,5662793333,Ama3333
1996,Manhattan,2024-06-23,9,5,Present,75,Mitzi Cratty,22,36,Carter,1830646840,Car6840
1997,Brooklyn,2024-07-14,,,Absent,180,Jesus Swope,0,0,Maria,3333767309,Mar7309
1998,Brooklyn,2024-06-16,,,Absent,300,Yuki Shoaf,0,0,Becky,1185636963,Bec6963
1999,Brooklyn,2024-07-14,73,155,Present,720,Venessa Sartain,262,490,Alvin,2947855178,Alv5178
2000,Brooklyn,2024-08-11,,,Absent,720,Laurine Ramos,0,0,Joan,4307349026,Joa9026
2001,Brooklyn,2024-07-14,39,44,Present,720,Hilary Garibaldi,148,231,Michael,6627089541,Mic9541
2002,Manhattan,2024-07-14,111,95,Present,720,Ron Homan,332,538,Marise,3633757282,Mar7282
2003,Manhattan,2024-08-11,,,Absent,720,Joanna Goodpaster,0,0,Vivian,3770487254,Viv7254
2004,Brooklyn,2024-08-24,,,Absent,720,Aiko Liebold,0,0,Ines,6100909289,Ine9289
2005,Brooklyn,2024-08-11,,,Absent,720,Patrica Asbill,0,0,Hoonju / Co Host: Jose,4679509169,Hoo9169
2006,Brooklyn,2024-07-14,,,Absent,720,Myrl Eriksen,0,0,Alana,8822712056,Ala2056
2007,Manhattan,2024-07-21,,,Present,75,Oleta Moret,65,65,Rochelle,1969409672,Roc9672
2008,Brooklyn,2024-07-21,23,25,Present,720,Carita Fifield,193,241,Jeremy,3264548944,Jer8944
2009,Brooklyn,2024-07-21,128,121,Present,720,Glory Mckeown,287,536,Nikki,1374690027,Nik0027
2010,Brooklyn,2024-07-14,,,Absent,75,Hallie Joshi,0,0,Jake,2209952927,Jak2927
11,Brooklyn,2024-07-21,-7,0,Present,720,Mechelle Stoneman,27,20,John,3042201459,Joh1459
12,Manhattan,2024-08-25,4,0,Present,180,Tyesha Freitag,6,10,Jennifer,1042237757,Jen7757
13,Manhattan,2024-07-21,57,71,Present,300,Dean Stoecker,65,193,Elisabeth,3945691689,Eli1689
14,Brooklyn,2024-08-04,160,175,Present,720,Annelle Pickney,345,680,LisaRoxanne,328180349,Lis0349
15,Manhattan,2024-07-21,,,Absent,720,Margareta Tacy,0,0,Laura,7623877828,Lau7828
16,Manhattan,2024-08-25,,,Absent,180,Meghann Placencia,0,0,Chris,6199386972,Chr6972
17,Brooklyn,2024-06-16,10,28,Present,300,Kendrick Cieslak,75,113,Garon,3891517599,Gar7599
18,Manhattan,2024-06-16,21,21,Present,300,Polly Isenberg,18,60,Shunichi,7719092805,Shu2805
19,Manhattan,2024-06-23,69,37,Present,720,Evelyne Racicot,325,431,MaryEllen,194311988,Mar1988
20,Manhattan,2024-06-23,146,105,Present,720,Augustus Delaune,305,556,Ben,9777427449,Ben7449
21,Manhattan,2024-06-23,,,Absent,720,Shawanda Client,0,0,Lena,2425553959,Len3959
22,Manhattan,2024-05-19,,,Absent,300,Loura Coffield,0,0,Kate,7968132973,Kat2973
23,Brooklyn,2024-07-21,40,15,Present,720,Lorriane Machin,90,145,Laurie,2476782769,Lau2769
24,Manhattan,2024-08-25,-2,16,Present,180,Lacey Osier,-3,11,Claudio,4592886331,Cla6331
25,Manhattan,2024-08-11,21,47,Present,300,Nicki Malchow,28,96,Alina,56808732,Ali8732
26,Brooklyn,2024-07-07,,,Absent,720,Sidney Bodiford,0,0,Allen & Irina,3317631804,All1804
27,Brooklyn,2024-07-14,34,39,Present,720,Barbie Cun,116,189,Jane,9781351547,Jan1547
28,Manhattan,2024-06-16,31,13,Present,300,Elden Hanshaw,19,63,Doti,826814263,Dot4263
29,Brooklyn,2024-08-11,18,12,Present,720,Blossom Loggins,38,68,Adam And Charity,9201435233,Ada5233
30,Manhattan,2024-09-15,24,21,Present,300,Joseph Dennie,9,54,Sing,3790267569,Sin7569
31,Brooklyn,2024-08-11,45,8,Present,720,Pattie Markley,140,193,Chaya,339904113,Cha4113
32,Brooklyn,2024-08-24,39,120,Present,720,Genevieve Spahn,266,425,Lisel,1351812301,Lis2301
33,Brooklyn,2024-08-24,,,Absent,720,Luciano Jaworski,0,0,Lisel,5227712298,Lis2298
34,Brooklyn,2024-08-24,,,Absent,720,Noe Mahler,0,0,Lisel,3206230967,Lis0967
35,Brooklyn,2024-07-21,66,43,Present,720,Karri Bransford,238,347,Nathalie,37879624,Nat9624
36,Brooklyn,2024-08-24,48,70,Present,720,Larae Bonney,196,314,Gregory,1253717455,Gre7455
37,Manhattan,2024-07-14,40,0,Present,720,Sharita Fierros,275,315,Claude & Sophie,7693045192,Cla5192
38,Manhattan,2024-07-14,,,Absent,720,Frederica Perla,0,0,Tommi,9575642064,Tom2064
39,Manhattan,2024-07-14,25,35,Present,180,Mara Elder,39,99,Shon,4829507537,Sho7537
40,Manhattan,2024-06-23,31,11,Present,720,Enola Volz,153,195,Dana,5770079223,Dan9223
41,Manhattan,2024-07-07,84,26,Present,300,Leslie Mccardell,46,156,Ssameer Or Trip,2484395694,Ssa5694
42,Manhattan,2024-07-14,,,Absent,360,Gina Coria,0,0,Teri,1222174296,Ter4296
43,Brooklyn,2024-06-16,,,Present,75,Marietta Taing,53,53,Andrea,9953691984,And1984
44,Manhattan,2024-07-07,68,61,Present,300,Karlyn Buchholtz,41,170,Ssameer Or Trip,8882985762,Ssa5762
45,Brooklyn,2024-07-07,,,Absent,300,Herma Renken,0,0,Angela,3574776369,Ang6369
46,Brooklyn,2024-06-02,10,34,Present,720,Gertrud Gillispie,195,239,Laurie,2023191105,Lau1105
47,Brooklyn,2024-06-23,,,Absent,720,Kelsie Lavoie,0,0,Vt,9526023719,Vt3719
48,Brooklyn,2024-06-23,76,27,Present,720,Selena Jenney,320,423,Tyrome,3109106388,Tyr6388
49,Brooklyn,2024-07-14,,,Absent,144,Teri Schooley,0,0,Harriet,7148045325,Har5325
50,Manhattan,2024-07-21,25,38,Present,300,Lizette Campana,22,85,Ben,8366973051,Ben3051
51,Manhattan,2024-06-23,74,31,Present,720,Mayra Luby,107,212,Edward,9105082630,Edw2630
52,Brooklyn,2024-07-14,,,Absent,360,Luisa Finneran,0,0,Abdul,2508615205,Abd5205
53,Brooklyn,2024-07-14,,,Absent,360,Genoveva Herrod,0,0,Yolande,9893385633,Yol5633
54,Manhattan,2024-07-21,25,7,Present,300,Tandra Toon,11,43,Cyn,580334249,Cyn4249
55,Manhattan,2024-07-14,4,14,Present,180,Zoe Mangrum,12,30,Earl,9793563458,Ear3458
56,Brooklyn,2024-08-07,,,Absent,180,Marquerite Salaam,0,0,Rana,7199818877,Ran8877
57,Queens,2024-08-07,,,Absent,180,Alva Fonte,0,0,Orestes,5503339368,Ore9368
58,Brooklyn,2024-08-07,,,Absent,180,Maudie Cage,0,0,Adreinne,3280783795,Adr3795
59,Brooklyn,2024-08-07,-1,4,Present,180,Hilde Greaves,2,5,Jennifer,2859957483,Jen7483
60,Brooklyn,2024-07-14,20,18,Present,180,Christiana Rippe,22,60,Alexander,3163288804,Ale8804
61,Brooklyn,2024-07-28,10,10,Present,100,Bulah Warr,35,55,JT And Tiziana,7267955749,JT 5749
62,Manhattan,2024-06-02,,,Absent,720,Azzie Stolte,0,0,Joya,75588842,Joy8842
63,Brooklyn,2024-07-14,27,27,Present,360,Sharri Whistler,51,105,James,2123172357,Jam2357
64,Brooklyn,2024-06-30,24,24,Present,300,Rebecka Holliman,22,70,Jeanne,8035269541,Jea9541
65,Manhattan,2024-07-28,,,Absent,100,Bryce Muse,0,0,Francesca,2944504571,Fra4571
66,Brooklyn,2024-07-14,24,34,Present,360,Merideth Marcus,77,135,Joanna,3283582210,Joa2210
67,Manhattan,2024-05-19,78,66,Present,300,Nova Boden,56,200,Bianca,1790523976,Bia3976
68,Manhattan,2024-06-23,63,15,Present,300,Granville Watchman,51,129,Luiz,1274612791,Lui2791
69,Brooklyn,2024-07-21,,,Absent,300,Marquerite Dearborn,0,0,Andrea,9547846903,And6903
70,Manhattan,2024-06-30,43,62,Present,300,Arielle Ketcham,44,149,Ted,1976723270,Ted3270
71,Brooklyn,2024-08-11,90,83,Present,720,Shona Buggs,276,449,Cristina,8622231198,Cri1198
72,Manhattan,2024-05-19,66,28,Present,300,Aleta Ciesla,49,143,Petra,8297321799,Pet1799
73,Manhattan,2024-05-19,59,36,Present,300,Jenni Wichman,17,112,D,6110207400,D7400
74,Brooklyn,2024-06-23,,,Absent,720,Cuc Phinney,0,0,Dimitri,2389601720,Dim1720
75,Brooklyn,2024-07-28,65,43,Present,300,Danica Fleig,56,164,Patricia,1135331803,Pat1803
76,Manhattan,2024-08-11,,,Absent,300,Shaquana Emigh,0,0,Mark,3558332928,Mar2928
77,Brooklyn,2024-06-23,,,Absent,720,Brinda Master,0,0,Sara,7541697677,Sar7677
78,Manhattan,2024-06-23,115,66,Present,720,Janell Hinojos,255,436,Reka,8466649139,Rek9139
79,Brooklyn,2024-06-30,51,8,Present,300,Karri Celestin,40,99,Daniel,1894902852,Dan2852
80,Manhattan,2024-07-28,62,81,Present,720,Enid Bouley,173,316,Casey,5832786367,Cas6367
81,Manhattan,2024-07-28,,,Absent,720,Desire Klenke,0,0,Robin,9161011744,Rob1744
82,Manhattan,2024-08-11,17,28,Present,300,Brian Chamberlain,14,59,Anna,6632261590,Ann1590
83,Manhattan,2024-06-30,,,Absent,720,Kristeen Farabaugh,0,0,Enzo,3234279513,Enz9513
84,Manhattan,2024-06-30,59,38,Present,720,Gilda Vanatta,161,258,Tye And Etienne,9059197554,Tye7554
85,Brooklyn,2024-07-28,60,37,Present,300,Princess Bumbrey,42,139,George,4595298035,Geo8035
86,Manhattan,2024-08-11,16,45,Present,300,Earlie Townson,17,78,Josh,974902445,Jos2445
87,Manhattan,2024-07-14,,,Absent,180,Fumiko Laliberte,0,0,Victoria,8519836240,Vic6240
88,Queens,2024-06-30,,,Absent,720,Sherie Chason,0,0,Justin,4056989723,Jus9723
89,Brooklyn,2024-06-30,,,Absent,720,Gricelda Maravilla,0,0,Blaise,6057686055,Bla6055
90,Manhattan,2024-06-30,171,155,Present,720,Serafina Knoll,325,651,DAVID And RICK,2387070508,DAV0508
91,Brooklyn,2024-08-11,43,18,Present,300,Sachiko Younkin,47,108,Lul̼,5513096738,Lul6738
92,Manhattan,2024-06-02,0,10,Present,720,Jena Noles,52,62,Sybilla,7909306752,Syb6752
93,Manhattan,2024-07-14,,,Absent,180,Shelby Wiser,0,0,JoLynn,9144108716,JoL8716
94,Brooklyn,2024-06-02,,,Absent,720,Margareta Spies,0,0,Gaia,7937241538,Gai1538
95,Manhattan,2024-07-28,15,10.5,Present,100,Dinorah Furey,35,60,Ana,3047347549,Ana7549
96,Brooklyn,2024-06-30,,,Absent,720,Kiyoko Lechuga,0,0,Maggie,2107846581,Mag6581
97,Brooklyn,2024-06-09,,,Absent,75,Danny Kreger,0,0,Starlee,991888071,Sta8071
98,Manhattan,2024-06-16,69,62,Present,300,Nolan Fenwick,22,153,Edward,527346091,Edw6091
99,Manhattan,2024-06-16,75,80,Present,300,Lesli Unrein,65,220,Pas,6945112473,Pas2473
100,Brooklyn,2024-06-16,,,Absent,300,Donya Bartle,0,0,Lul̼,5378570308,Lul0308
101,Brooklyn,2024-06-16,,,Absent,300,Palma Flanery,0,0,Augustin,7419576204,Aug6204
102,Brooklyn,2024-07-14,43,55,Present,720,Kenny Clothier,220,318,Sean & Lynette,5638301704,Sea1704
103,Brooklyn,2024-07-14,4,10,Present,75,Kristen Lossing,19,33,Erica,7549890066,Eri0066
104,Brooklyn,2024-07-21,17,3,Present,180,Karoline Felix,11,31,Tracy,2821344765,Tra4765
105,Brooklyn,2024-07-07,,,Absent,300,Alan Voll,0,0,Christiana,5623057403,Chr7403
106,Brooklyn,2024-07-21,8,3,Present,720,Glenda Woolfolk,191,202,Tyrome,6054993905,Tyr3905
107,Manhattan,2024-07-21,4,20,Present,720,Alyson Hosack,185,209,Dana,7965864407,Dan4407
108,Manhattan,2024-07-14,122,47,Present,720,Francis Sines,229,398,Elliott,6560602313,Ell2313
109,Manhattan,2024-07-14,2,13,Present,180,Riley Bagnall,-3,12,Olan,561145193,Ola5193
110,Brooklyn,2024-07-14,-5,-3,Present,180,Carmina Camp,8,0,Shelly,4573603498,She3498
111,Manhattan,2024-07-14,,,Absent,180,Alethia Tiemann,0,0,Ssameer Or Trip,1914128527,Ssa8527
112,Brooklyn,2024-08-11,-1,19,Present,300,Deborah Molinar,0,18,Annette,476748693,Ann8693
113,Manhattan,2024-08-24,,,Absent,75,Marvella Huckstep,0,0,Meka,2288479934,Mek9934
114,Manhattan,2024-06-16,,,Absent,300,Sallie Briley,0,0,Ann,9619421709,Ann1709
115,Brooklyn,2024-06-16,,,Absent,300,Scottie Backer,0,0,Seth,5332672034,Set2034
116,Brooklyn,2024-08-24,,,Absent,720,Beatriz Kinsey,0,0,Brenda,7375183806,Bre3806
117,Brooklyn,2024-06-16,10,-5,Present,300,Mason Carrow,0,5,Shelly,6396916131,She6131
118,Brooklyn,2024-06-23,5,12,Present,720,Regenia Blish,141,158,Erik,9520702945,Eri2945
119,Manhattan,2024-07-07,15,43,Present,720,Necole Faria,280,338,Dena,2804744272,Den4272
120,Brooklyn,2024-07-14,,,Absent,180,Samantha Hadfield,0,0,Jessica,1787273076,Jes3076
121,Manhattan,2024-07-14,23,81,Present,720,Lida Sing,201,305,Luiz,477426851,Lui6851
122,Brooklyn,2024-06-16,,,Absent,300,Bette Church,0,0,Erica,1519312872,Eri2872
123,Manhattan,2024-05-19,,,Absent,300,Illa Friscia,0,0,Sally,8072952260,Sal2260
124,Brooklyn,2024-08-04,20,18,Present,198,Magdalena Clabaugh,8,46,Dani,9964274917,Dan4917
125,Manhattan,2024-06-23,13,27,Present,720,Sol Lemley,218,258,Bruce,4366121670,Bru1670
126,Manhattan,2024-06-23,,,Absent,80,Angelyn Nave,0,0,Nimo,8220112250,Nim2250
127,Brooklyn,2024-05-19,73,26,Present,300,Lorie Hempstead,30,129,Alexandra,5636722925,Ale2925
128,Manhattan,2024-06-23,41,91,Present,720,Darlena Brubaker,240,372,Stacy,2660744665,Sta4665
129,Manhattan,2024-06-23,104,96,Present,720,Ivory Almonte,296,496,Bruce,6796490866,Bru0866
130,Brooklyn,2024-06-23,,,Absent,720,Keva Sauage,0,0,Evelyn,6655409961,Eve9961
131,Manhattan,2024-06-23,,,Absent,720,Krystin Morita,0,0,Emma,6942780144,Emm0144
132,Brooklyn,2024-07-21,105,140,Present,720,Margarito Hintzen,340,585,Vero,1657314564,Ver4564
133,Manhattan,2024-07-07,3,4,Present,300,Alanna Gillispie,-1,6,Sylvie,3793401747,Syl1747
134,Manhattan,2024-08-24,30,44,Present,720,Alayna Rosenblatt,190,264,Jen,2896429113,Jen9113
135,Brooklyn,2024-07-21,12,7,Present,300,Deeann Thomsen,24,43,Kay,7075717524,Kay7524
136,Brooklyn,2024-08-24,12,11,Present,75,Guy Moulton,41,64,Jo,5272476702,Jo6702
137,Manhattan,2024-06-16,,,Absent,300,Ming Scudder,0,0,Lisa,8854511008,Lis1008
138,Manhattan,2024-07-14,61,102,Present,720,Mickey Espino,266,429,Fernando And Lenin,1553735069,Fer5069
139,Brooklyn,2024-07-14,14,1,Present,720,Mellissa Mortimore,67,82,Angela,6972267625,Ang7625
140,Manhattan,2024-07-14,-2,-2,Present,180,Lesia Stoute,-4,-8,Laurine,2239696714,Lau6714
141,Brooklyn,2024-07-14,-3,8,Present,180,Pauletta Murton,8,13,Chris,8738725659,Chr5659
142,Manhattan,2024-07-14,,,Absent,180,Solomon Chamberlin,0,0,Uli,8893316054,Uli6054
143,Brooklyn,2024-07-14,26,30,Present,720,Neville Yocom,194,250,Sol,9018100645,Sol0645
144,Manhattan,2024-07-14,,,Absent,720,Vera Edmiston,0,0,Cs,1003704034,Cs4034
145,Manhattan,2024-06-16,,,Present,75,Lawerence Amburn,55,55,Lara,2644260202,Lar0202
146,Manhattan,2024-06-23,,,Absent,720,Cedrick Agnew,0,0,Tom,9949515624,Tom5624
147,Brooklyn,2024-07-14,137,180,Present,720,Melinda Kuchta,340,657,Sunder,7835546632,Sun6632
148,Brooklyn,2024-07-21,,,Absent,300,Alma Gelinas,0,0,Waldemar,3499435078,Wal5078
149,Brooklyn,2024-08-24,,,Absent,720,Francis Sikes,0,0,Khem,3798036448,Khe6448
152,Brooklyn,2024-06-23,24,9,Present,300,Lore Coil,17,50,Elisabeth,21541545,Eli1545
153,Brooklyn,2024-08-11,106,100,Present,720,Marlena Craner,273,479,Sarah,7519572896,Sar2896
154,Queens,2024-08-24,17,4,Present,720,Darius Trojacek,89,110,Fredah,8484247022,Fre7022
155,Brooklyn,2024-05-19,,,Absent,360,Sade Gasaway,0,0,Khem,9820762931,Khe2931
156,Brooklyn,2024-08-18,,,Absent,300,Sybil Rahman,0,0,Katherine,5557635777,Kat5777
157,Brooklyn,2024-08-25,2,6,Present,180,Zoraida Sumner,-1,7,Ming,3798308795,Min8795
158,Manhattan,2024-08-24,29,98,Present,720,Raina Mccrae,321,448,Paula,9187426739,Pau6739
159,Brooklyn,2024-08-24,,,Absent,720,Elsa Mcspadden,0,0,Lul̼,3694116750,Lul6750
160,Brooklyn,2024-06-02,,,Absent,720,Bernadine Chung,0,0,Obed,5641084625,Obe4625
162,Brooklyn,2024-06-23,6,9,Present,75,Mariana Vavra,19,34,Michael,8563536990,Mic6990
163,Brooklyn,2024-07-07,80,62,Present,720,Nakita Primer,235,377,White,7054122185,Whi2185
164,Brooklyn,2024-07-28,7.5,5,Present,100,Aletha Hardesty,32,44,Paz,218135569,Paz5569
165,Manhattan,2024-07-28,,,Absent,720,Dwain Sargeant,0,0,Irene,1871343992,Ire3992
166,Manhattan,2024-07-21,,,Absent,75,Thea Hubbs,0,0,Karene,9207392317,Kar2317
167,Brooklyn,2024-07-21,8,3,Present,180,Caleb Peters,26,37,Viviana,5940104089,Viv4089
168,Manhattan,2024-07-07,-3,64,Present,720,Sparkle Kaestner,257,318,Sara,6440005875,Sar5875
169,Brooklyn,2024-08-11,40,47,Present,300,Narcisa Hsieh,18,105,Sarah,8684150837,Sar0837
170,Manhattan,2024-07-28,,,Absent,720,Sherwood Vanalstyne,0,0,Marie,2138158049,Mar8049
171,Brooklyn,2024-06-30,,,Absent,720,Jeanice Joy,0,0,Gus,4265782396,Gus2396
172,Queens,2024-07-14,13,2,Present,180,Bert Riter,-5,10,Myung,4021811172,Myu1172
173,Brooklyn,2024-07-14,,,Absent,180,Dorotha Aldinger,0,0,Ren̩e,8032203503,Ren3503
174,Brooklyn,2024-06-23,,,Absent,720,Anisha Thomson,0,0,Henry,5141653187,Hen3187
175,Manhattan,2024-06-23,,,Absent,720,Rufus Amerine,0,0,Sylvia,2215801638,Syl1638
176,Brooklyn,2024-06-23,85,30,Present,720,Roslyn Alaimo,312,427,Syl,2681075449,Syl5449
177,Manhattan,2024-06-23,,,Absent,720,Noelle Raybon,0,0,Lorenzo,9720639033,Lor9033
178,Brooklyn,2024-08-25,,,Absent,192,Shanae Hanger,0,0,Waldemar,3362407744,Wal7744
179,Brooklyn,2024-07-28,8,4,Present,300,William Hopf,30,42,Annette,9756438799,Ann8799
180,Staten Island,2024-06-30,28,40,Present,720,Adolfo Bella,112,180,Newyorkroomwithaview,4495197237,New7237
181,Brooklyn,2024-06-30,,,Absent,720,Xenia Schubert,0,0,Tessa,4200384690,Tes4690
182,Bronx,2024-08-11,28,38,Present,720,Brenton Tokarski,266,332,Waundell,9893215177,Wau5177
183,Brooklyn,2024-06-30,,,Absent,720,Hal Bender,0,0,Young,4841784685,You4685
184,Manhattan,2024-07-28,47,48,Present,300,Geraldine Border,58,153,Bruce,3997650643,Bru0643
185,Manhattan,2024-07-14,,,Absent,180,Setsuko Pardo,0,0,Coral,3801058852,Cor8852
186,Brooklyn,2024-06-30,,,Absent,720,Meghan Sydnor,0,0,Carol,8675982022,Car2022
187,Manhattan,2024-06-30,13,17,Present,300,Lavern Gard,7,37,Sara,6819058443,Sar8443
188,Manhattan,2024-08-11,19,12,Present,300,Cyrus Beckham,14,45,Laurine,1222426114,Lau6114
189,Manhattan,2024-07-28,,,Absent,75,Leeanne Fortunato,0,0,Myrna,4723626776,Myr6776
190,Manhattan,2024-07-14,,,Absent,75,Nilda Deyoung,0,0,Campbell,3960483440,Cam3440
191,Brooklyn,2024-07-28,15,5,Present,100,Marylee Greenburg,38,58,Doug,7809587033,Dou7033
192,Queens,2024-07-14,,,Absent,180,Gay Aubert,0,0,Mark,5945043047,Mar3047
193,Manhattan,2024-07-28,12,5,Present,75,Janel Carley,29,46,Rahul,2955633923,Rah3923
194,Brooklyn,2024-07-21,1,5,Present,180,Damaris Nestle,6,12,Miyoung,3823095123,Miy5123
195,Brooklyn,2024-07-21,,,Absent,180,Jeanine Hoerr,0,0,Monica,5209546103,Mon6103
196,Brooklyn,2024-07-21,,,Present,75,Wiley Scotto,55,55,Marylyn,9365940278,Mar0278
197,Brooklyn,2024-07-28,128,79,Present,720,Dian Cobian,127,334,Kathleen R.,6631188444,Kat8444
198,Manhattan,2024-07-28,19,55,Present,720,Brendan Zilnicki,70,144,Teresa,250996612,Ter6612
199,Brooklyn,2024-08-04,40,28,Present,720,Mana Seegmiller,159,227,Robert,858165569,Rob5569
200,Manhattan,2024-07-21,,,Absent,720,Flavia Nitta,0,0,Alex,8305053242,Ale3242
201,Manhattan,2024-07-21,18,49,Present,300,Humberto Ware,31,98,Claudia,5447757209,Cla7209
202,Manhattan,2024-08-24,,,Absent,720,Ned Permenter,0,0,Shane,1750534125,Sha4125
203,Brooklyn,2024-08-04,1,-2,Present,198,Albertina Junkin,-2,-3,Laurie,4289595562,Lau5562
204,Manhattan,2024-07-21,,,Absent,720,Rosia Duron,0,0,Jessica,7711748425,Jes8425
205,Manhattan,2024-08-25,29,0,Present,300,Kena Stallings,10,39,Erina,3637209311,Eri9311
206,Manhattan,2024-08-25,40,5,Present,300,Lolita Pringle,25,70,Lee,7282021752,Lee1752
207,Queens,2024-07-28,3,6,Present,300,Kristen Gilley,14,23,Jullett,2632245237,Jul5237
208,Manhattan,2024-07-28,3,9,Present,75,Genaro Koga,15,27,Marlaine,5016520218,Mar0218
209,Brooklyn,2024-05-19,41,28,Present,300,Suzanna Putman,49,118,Charlotte,4878496972,Cha6972
210,Queens,2024-07-28,40,40,Present,300,Candy Konieczny,45,125,Mark,5149807292,Mar7292
211,Queens,2024-07-28,8,9,Present,75,Ozella Conner,19,36,Mark,7698475698,Mar5698
212,Queens,2024-08-25,70,54,Present,300,Leonel Hock,18,142,Mark,467135368,Mar5368
213,Brooklyn,2024-08-25,33,4,Present,300,Vannesa Millard,33,70,Bob,4533848865,Bob8865
214,Manhattan,2024-07-28,8,9,Present,75,Melonie Villacorta,20,37,Anka,8670432084,Ank2084
215,Manhattan,2024-05-19,20,36,Present,300,Dorine Zeitler,13,69,Douglas,9559446141,Dou6141
216,Brooklyn,2024-05-19,26,19,Present,360,Bridget Conyers,141,186,Kathleen R.,2510297984,Kat7984
217,Manhattan,2024-06-30,,,Present,75,Jacklyn Dyment,53,53,Wayne,4540042877,Way2877
218,Bronx,2024-06-02,,,Absent,300,Felicita Maclachlan,0,0,Waundell,9073727735,Wau7735
219,Manhattan,2024-06-02,,,Absent,720,Herbert Gamache,0,0,Jenny,8534210366,Jen0366
220,Brooklyn,2024-07-07,86,85,Present,720,Antonietta Llewellyn,173,344,Paul,5975702062,Pau2062
221,Brooklyn,2024-06-09,13,11,Present,75,Pennie Alling,41,65,Tami,573057435,Tam7435
222,Manhattan,2024-07-28,10,11,Present,75,Laree Kay,34,55,Jason,1870232605,Jas2605
223,Manhattan,2024-07-07,39,129,Present,720,Antonio Navarette,345,513,Pete,7660303328,Pet3328
224,Brooklyn,2024-07-07,,,Absent,300,Steve Mainor,0,0,Gus,7114451655,Gus1655
225,Brooklyn,2024-07-07,,,Absent,300,Gertrud Sather,0,0,Sally,279316050,Sal6050
226,Manhattan,2024-07-07,16,-5,Present,300,Nan Beverley,33,44,Leonardo,4726324653,Leo4653
227,Brooklyn,2024-05-26,,,Absent,360,Walter Belford,0,0,Alex,4577852403,Ale2403
228,Manhattan,2024-07-14,36,64,Present,720,Colby Hobart,119,219,Wayne,8531916559,Way6559
229,Queens,2024-06-23,44,35,Present,720,Patrick Nocera,172,251,Vasili,849979303,Vas9303
230,Brooklyn,2024-05-26,,,Absent,360,Hilary Modeste,0,0,S.M.,5795851992,S.M1992
231,Manhattan,2024-06-23,7,7,Present,720,Elke Licht,117,131,Ori,6153855,Ori3855
232,Manhattan,2024-07-07,,,Absent,300,Faustina Dunson,0,0,Ana,6610228533,Ana8533
233,Manhattan,2024-07-14,13,55,Present,720,Tara Clingman,269,337,I,7188119257,I9257
